file1,file2,score,user_relation,score_with_nonoise,score_denoise
122.wav,132.wav,tensor([0.2317]),different,tensor([0.0916]),tensor([0.1837])
122.wav,133.wav,tensor([0.2213]),different,tensor([0.0527]),tensor([0.2028])
122.wav,134.wav,tensor([0.1215]),different,tensor([-0.0188]),tensor([0.2065])
122.wav,135.wav,tensor([0.1571]),different,tensor([-0.0198]),tensor([0.1709])
122.wav,136.wav,tensor([0.1155]),different,tensor([0.0525]),tensor([0.1947])
122.wav,137.wav,tensor([0.0399]),different,tensor([0.0814]),tensor([0.1260])
122.wav,138.wav,tensor([0.0750]),different,tensor([0.0826]),tensor([0.1914])
122.wav,139.wav,tensor([0.1161]),different,tensor([-0.0280]),tensor([0.1917])
122.wav,140.wav,tensor([0.0211]),different,tensor([-0.0947]),tensor([0.1239])
122.wav,141.wav,tensor([0.0912]),different,tensor([0.1633]),tensor([0.1041])
122.wav,142.wav,tensor([0.0986]),different,tensor([0.1930]),tensor([0.1308])
122.wav,143.wav,tensor([0.1685]),different,tensor([0.2385]),tensor([0.1617])
122.wav,144.wav,tensor([0.1738]),different,tensor([0.2198]),tensor([0.1335])
122.wav,145.wav,tensor([0.0585]),different,tensor([-0.0373]),tensor([0.0634])
122.wav,146.wav,tensor([0.1113]),different,tensor([0.0230]),tensor([0.1446])
122.wav,147.wav,tensor([0.0575]),different,tensor([0.0747]),tensor([0.1055])
122.wav,148.wav,tensor([0.0972]),different,tensor([0.0903]),tensor([0.0924])
122.wav,149.wav,tensor([0.0589]),different,tensor([-0.0013]),tensor([0.1279])
122.wav,150.wav,tensor([0.0665]),different,tensor([0.0304]),tensor([0.0850])
122.wav,151.wav,tensor([0.0683]),different,tensor([0.1090]),tensor([0.1493])
122.wav,152.wav,tensor([0.1357]),different,tensor([0.1144]),tensor([0.1750])
122.wav,153.wav,tensor([0.1467]),different,tensor([0.1611]),tensor([0.2384])
122.wav,154.wav,tensor([0.1094]),different,tensor([0.0783]),tensor([0.1356])
122.wav,155.wav,tensor([0.0643]),different,tensor([0.0100]),tensor([0.1291])
122.wav,156.wav,tensor([0.1461]),different,tensor([0.0833]),tensor([0.1864])
122.wav,157.wav,tensor([0.0868]),different,tensor([0.0412]),tensor([0.1817])
122.wav,158.wav,tensor([0.1171]),different,tensor([0.1299]),tensor([0.2111])
122.wav,159.wav,tensor([0.1236]),different,tensor([0.0895]),tensor([0.1860])
122.wav,160.wav,tensor([0.0858]),different,tensor([0.0616]),tensor([0.1810])
122.wav,161.wav,tensor([0.0562]),different,tensor([0.0436]),tensor([0.1812])
122.wav,162.wav,tensor([0.0393]),different,tensor([0.0281]),tensor([0.1052])
122.wav,163.wav,tensor([0.0923]),different,tensor([0.0770]),tensor([0.1029])
122.wav,164.wav,tensor([0.0792]),different,tensor([0.0762]),tensor([0.0918])
122.wav,165.wav,tensor([0.0994]),different,tensor([0.0515]),tensor([0.0853])
122.wav,166.wav,tensor([0.1300]),different,tensor([-0.0611]),tensor([0.2481])
122.wav,167.wav,tensor([0.1368]),different,tensor([0.1475]),tensor([0.2434])
122.wav,168.wav,tensor([0.2665]),different,tensor([0.1720]),tensor([0.2598])
122.wav,169.wav,tensor([0.1048]),different,tensor([0.0586]),tensor([0.2679])
122.wav,170.wav,tensor([0.1065]),different,tensor([0.1069]),tensor([0.2024])
122.wav,171.wav,tensor([0.0949]),different,tensor([0.0650]),tensor([0.1605])
122.wav,172.wav,tensor([0.0447]),different,tensor([0.0573]),tensor([0.1109])
122.wav,173.wav,tensor([0.0715]),different,tensor([0.0325]),tensor([0.1929])
122.wav,174.wav,tensor([0.0890]),different,tensor([0.1183]),tensor([0.2305])
122.wav,175.wav,tensor([0.0539]),different,tensor([-0.0010]),tensor([0.2128])
122.wav,176.wav,tensor([0.3430]),different,tensor([0.2416]),tensor([0.4533])
122.wav,177.wav,tensor([0.3136]),different,tensor([0.1699]),tensor([0.3856])
122.wav,178.wav,tensor([0.2849]),different,tensor([0.1430]),tensor([0.4113])
122.wav,179.wav,tensor([0.2138]),different,tensor([0.2043]),tensor([0.3067])
122.wav,180.wav,tensor([0.2109]),different,tensor([0.1218]),tensor([0.2643])
122.wav,181.wav,tensor([0.1777]),different,tensor([0.1100]),tensor([0.1736])
122.wav,182.wav,tensor([0.1355]),different,tensor([0.0663]),tensor([0.1778])
122.wav,183.wav,tensor([0.1172]),different,tensor([0.1265]),tensor([0.1490])
122.wav,184.wav,tensor([0.0996]),different,tensor([0.1928]),tensor([0.1658])
122.wav,185.wav,tensor([0.1278]),different,tensor([0.1429]),tensor([0.1653])
122.wav,186.wav,tensor([0.1374]),different,tensor([0.0517]),tensor([0.2720])
122.wav,187.wav,tensor([0.1899]),different,tensor([0.1360]),tensor([0.2248])
122.wav,188.wav,tensor([0.1913]),different,tensor([0.1327]),tensor([0.2049])
122.wav,189.wav,tensor([0.0545]),different,tensor([0.0397]),tensor([0.1974])
122.wav,190.wav,tensor([0.1592]),different,tensor([0.1562]),tensor([0.2242])
122.wav,191.wav,tensor([0.1742]),different,tensor([0.1676]),tensor([0.1673])
122.wav,192.wav,tensor([0.0560]),different,tensor([0.0741]),tensor([0.1077])
122.wav,193.wav,tensor([0.1492]),different,tensor([0.0785]),tensor([0.1013])
122.wav,194.wav,tensor([0.0781]),different,tensor([0.0602]),tensor([0.1129])
122.wav,195.wav,tensor([0.1170]),different,tensor([0.1217]),tensor([0.1515])
122.wav,196.wav,tensor([0.0283]),different,tensor([0.0546]),tensor([0.0400])
122.wav,197.wav,tensor([0.0858]),different,tensor([0.0358]),tensor([0.0919])
122.wav,198.wav,tensor([0.0962]),different,tensor([-0.0219]),tensor([0.1500])
122.wav,199.wav,tensor([0.1060]),different,tensor([0.0286]),tensor([0.1901])
122.wav,200.wav,tensor([0.1013]),different,tensor([0.0142]),tensor([0.1717])
123.wav,124.wav,tensor([0.0482]),same,tensor([0.2899]),tensor([0.0564])
123.wav,125.wav,tensor([0.0624]),same,tensor([0.3562]),tensor([0.0888])
123.wav,126.wav,tensor([0.0899]),different,tensor([0.0647]),tensor([0.1409])
123.wav,127.wav,tensor([0.0912]),different,tensor([0.1222]),tensor([0.2001])
123.wav,128.wav,tensor([0.1266]),different,tensor([0.1298]),tensor([0.1949])
123.wav,129.wav,tensor([0.0864]),different,tensor([0.0962]),tensor([0.0964])
123.wav,130.wav,tensor([0.1621]),different,tensor([0.0959]),tensor([0.1622])
123.wav,131.wav,tensor([0.1851]),different,tensor([-0.1310]),tensor([0.0971])
123.wav,132.wav,tensor([0.2219]),different,tensor([-0.0418]),tensor([0.1339])
123.wav,133.wav,tensor([0.2223]),different,tensor([-0.0542]),tensor([0.1274])
123.wav,134.wav,tensor([0.1355]),different,tensor([-0.1252]),tensor([0.1759])
123.wav,135.wav,tensor([0.2220]),different,tensor([-0.0813]),tensor([0.1658])
123.wav,136.wav,tensor([0.0447]),different,tensor([0.0408]),tensor([0.0561])
123.wav,137.wav,tensor([0.0691]),different,tensor([0.0782]),tensor([0.0563])
123.wav,138.wav,tensor([0.0553]),different,tensor([0.0386]),tensor([0.0512])
123.wav,139.wav,tensor([0.1471]),different,tensor([0.0150]),tensor([0.1274])
123.wav,140.wav,tensor([0.1562]),different,tensor([-0.0119]),tensor([0.0379])
123.wav,141.wav,tensor([0.0667]),different,tensor([0.0554]),tensor([0.0925])
123.wav,142.wav,tensor([0.0735]),different,tensor([0.1176]),tensor([0.1005])
123.wav,143.wav,tensor([0.1075]),different,tensor([0.1636]),tensor([0.1468])
123.wav,144.wav,tensor([0.1085]),different,tensor([0.1398]),tensor([0.1040])
123.wav,145.wav,tensor([0.0880]),different,tensor([0.0317]),tensor([0.0289])
123.wav,146.wav,tensor([0.1860]),different,tensor([0.1271]),tensor([0.1503])
123.wav,147.wav,tensor([0.1995]),different,tensor([0.0046]),tensor([0.1471])
123.wav,148.wav,tensor([0.1899]),different,tensor([0.1466]),tensor([0.1742])
123.wav,149.wav,tensor([0.1741]),different,tensor([0.0526]),tensor([0.1627])
123.wav,150.wav,tensor([0.1213]),different,tensor([0.1441]),tensor([0.1480])
123.wav,151.wav,tensor([0.0922]),different,tensor([0.0288]),tensor([0.1818])
123.wav,152.wav,tensor([0.1163]),different,tensor([0.0638]),tensor([0.1653])
123.wav,153.wav,tensor([0.1232]),different,tensor([0.1638]),tensor([0.2024])
123.wav,154.wav,tensor([0.0939]),different,tensor([0.0556]),tensor([0.1116])
123.wav,155.wav,tensor([0.1580]),different,tensor([0.0376]),tensor([0.1765])
123.wav,156.wav,tensor([0.1457]),different,tensor([0.0585]),tensor([0.0785])
123.wav,157.wav,tensor([0.0860]),different,tensor([-0.0116]),tensor([0.1064])
123.wav,158.wav,tensor([0.1331]),different,tensor([0.0174]),tensor([0.0636])
123.wav,159.wav,tensor([0.1282]),different,tensor([0.0187]),tensor([0.0608])
123.wav,160.wav,tensor([0.1288]),different,tensor([0.0108]),tensor([0.0763])
123.wav,161.wav,tensor([0.1976]),different,tensor([0.0028]),tensor([0.1950])
123.wav,162.wav,tensor([0.0643]),different,tensor([-0.0034]),tensor([0.1567])
123.wav,163.wav,tensor([0.1369]),different,tensor([0.0021]),tensor([0.2059])
123.wav,164.wav,tensor([0.1623]),different,tensor([-0.0129]),tensor([0.1642])
123.wav,165.wav,tensor([0.1992]),different,tensor([0.0749]),tensor([0.1940])
123.wav,166.wav,tensor([0.0056]),different,tensor([0.0216]),tensor([0.0556])
123.wav,167.wav,tensor([-0.0183]),different,tensor([0.0307]),tensor([0.0461])
123.wav,168.wav,tensor([0.0398]),different,tensor([0.0991]),tensor([0.1090])
123.wav,169.wav,tensor([0.0320]),different,tensor([0.0669]),tensor([0.1154])
123.wav,170.wav,tensor([-0.0231]),different,tensor([0.0261]),tensor([0.0875])
123.wav,171.wav,tensor([0.2051]),different,tensor([0.0677]),tensor([0.2222])
123.wav,172.wav,tensor([0.1574]),different,tensor([0.0106]),tensor([0.2358])
123.wav,173.wav,tensor([0.1780]),different,tensor([0.0593]),tensor([0.2507])
123.wav,174.wav,tensor([0.1778]),different,tensor([0.0625]),tensor([0.2207])
123.wav,175.wav,tensor([0.1913]),different,tensor([0.0081]),tensor([0.2429])
123.wav,176.wav,tensor([-0.0087]),different,tensor([0.2038]),tensor([0.0648])
123.wav,177.wav,tensor([-0.0061]),different,tensor([0.0713]),tensor([0.1024])
123.wav,178.wav,tensor([0.0912]),different,tensor([0.1228]),tensor([0.0798])
123.wav,179.wav,tensor([0.0275]),different,tensor([0.1328]),tensor([0.0528])
123.wav,180.wav,tensor([-0.0522]),different,tensor([-0.0021]),tensor([0.1294])
123.wav,181.wav,tensor([0.0969]),different,tensor([0.0008]),tensor([0.1636])
123.wav,182.wav,tensor([0.1122]),different,tensor([0.0057]),tensor([0.1581])
123.wav,183.wav,tensor([0.0903]),different,tensor([-0.0451]),tensor([0.1208])
123.wav,184.wav,tensor([0.1154]),different,tensor([0.0288]),tensor([0.1575])
123.wav,185.wav,tensor([0.0666]),different,tensor([0.0367]),tensor([0.1516])
123.wav,186.wav,tensor([-0.0813]),different,tensor([0.0371]),tensor([0.0704])
123.wav,187.wav,tensor([0.0419]),different,tensor([0.1217]),tensor([0.0655])
123.wav,188.wav,tensor([-0.0070]),different,tensor([0.0697]),tensor([0.1135])
123.wav,189.wav,tensor([-0.0754]),different,tensor([0.0354]),tensor([-0.0011])
123.wav,190.wav,tensor([-0.0013]),different,tensor([0.1148]),tensor([0.0941])
123.wav,191.wav,tensor([0.1047]),different,tensor([0.0868]),tensor([0.1516])
123.wav,192.wav,tensor([0.1472]),different,tensor([0.0751]),tensor([0.1990])
123.wav,193.wav,tensor([0.1567]),different,tensor([0.1173]),tensor([0.1679])
123.wav,194.wav,tensor([0.1879]),different,tensor([0.1169]),tensor([0.2179])
123.wav,195.wav,tensor([0.0787]),different,tensor([0.1630]),tensor([0.1404])
123.wav,196.wav,tensor([0.1927]),different,tensor([0.2101]),tensor([0.2068])
123.wav,197.wav,tensor([0.2437]),different,tensor([0.1610]),tensor([0.1886])
123.wav,198.wav,tensor([0.1867]),different,tensor([0.1417]),tensor([0.1619])
123.wav,199.wav,tensor([0.1963]),different,tensor([0.1430]),tensor([0.1818])
123.wav,200.wav,tensor([0.1617]),different,tensor([0.1595]),tensor([0.1482])
124.wav,125.wav,tensor([0.7723]),same,tensor([0.6455]),tensor([0.7724])
124.wav,126.wav,tensor([0.1768]),different,tensor([0.1104]),tensor([0.1976])
124.wav,127.wav,tensor([0.1690]),different,tensor([0.1248]),tensor([0.2019])
124.wav,128.wav,tensor([0.1250]),different,tensor([0.0904]),tensor([0.1934])
124.wav,129.wav,tensor([0.1596]),different,tensor([0.0940]),tensor([0.2066])
124.wav,130.wav,tensor([0.1451]),different,tensor([0.0259]),tensor([0.1844])
124.wav,131.wav,tensor([0.1299]),different,tensor([0.0608]),tensor([0.1601])
124.wav,132.wav,tensor([0.2543]),different,tensor([0.0786]),tensor([0.2348])
124.wav,133.wav,tensor([0.2814]),different,tensor([0.0670]),tensor([0.2957])
124.wav,134.wav,tensor([0.1727]),different,tensor([-0.0628]),tensor([0.2352])
124.wav,135.wav,tensor([0.2305]),different,tensor([0.0208]),tensor([0.2291])
124.wav,136.wav,tensor([0.2018]),different,tensor([0.1431]),tensor([0.2809])
124.wav,137.wav,tensor([0.1575]),different,tensor([0.2188]),tensor([0.2051])
124.wav,138.wav,tensor([0.1715]),different,tensor([0.1475]),tensor([0.2841])
124.wav,139.wav,tensor([0.1971]),different,tensor([0.0406]),tensor([0.2443])
124.wav,140.wav,tensor([0.1034]),different,tensor([-0.0026]),tensor([0.1831])
124.wav,141.wav,tensor([0.1831]),different,tensor([0.2216]),tensor([0.1850])
124.wav,142.wav,tensor([0.1958]),different,tensor([0.2451]),tensor([0.2456])
124.wav,143.wav,tensor([0.2592]),different,tensor([0.2673]),tensor([0.2294])
124.wav,144.wav,tensor([0.2366]),different,tensor([0.2255]),tensor([0.2112])
124.wav,145.wav,tensor([0.1627]),different,tensor([0.1065]),tensor([0.1972])
124.wav,146.wav,tensor([0.0645]),different,tensor([-0.0784]),tensor([0.1005])
124.wav,147.wav,tensor([0.0812]),different,tensor([0.0923]),tensor([0.0869])
124.wav,148.wav,tensor([0.1131]),different,tensor([0.0613]),tensor([0.0915])
124.wav,149.wav,tensor([0.1276]),different,tensor([0.0327]),tensor([0.1416])
124.wav,150.wav,tensor([0.0936]),different,tensor([-0.0066]),tensor([0.0896])
124.wav,151.wav,tensor([0.0315]),different,tensor([0.0641]),tensor([0.1715])
124.wav,152.wav,tensor([0.0399]),different,tensor([0.0343]),tensor([0.1613])
124.wav,153.wav,tensor([0.0686]),different,tensor([0.0556]),tensor([0.2080])
124.wav,154.wav,tensor([0.0181]),different,tensor([-0.0088]),tensor([0.1185])
124.wav,155.wav,tensor([0.0123]),different,tensor([-0.0073]),tensor([0.1149])
124.wav,156.wav,tensor([0.1929]),different,tensor([0.1611]),tensor([0.2160])
124.wav,157.wav,tensor([0.1091]),different,tensor([0.1042]),tensor([0.2226])
124.wav,158.wav,tensor([0.1785]),different,tensor([0.1897]),tensor([0.2540])
124.wav,159.wav,tensor([0.1484]),different,tensor([0.1613]),tensor([0.2356])
124.wav,160.wav,tensor([0.1221]),different,tensor([0.0962]),tensor([0.2208])
124.wav,161.wav,tensor([0.1662]),different,tensor([0.0257]),tensor([0.2505])
124.wav,162.wav,tensor([0.1562]),different,tensor([0.0172]),tensor([0.1703])
124.wav,163.wav,tensor([0.1852]),different,tensor([-0.0184]),tensor([0.1285])
124.wav,164.wav,tensor([0.1578]),different,tensor([0.0394]),tensor([0.1280])
124.wav,165.wav,tensor([0.1768]),different,tensor([0.0394]),tensor([0.1338])
124.wav,166.wav,tensor([0.2743]),different,tensor([0.0898]),tensor([0.3206])
124.wav,167.wav,tensor([0.2715]),different,tensor([0.1949]),tensor([0.2684])
124.wav,168.wav,tensor([0.3249]),different,tensor([0.1610]),tensor([0.2937])
124.wav,169.wav,tensor([0.3079]),different,tensor([0.1930]),tensor([0.3193])
124.wav,170.wav,tensor([0.2107]),different,tensor([0.1660]),tensor([0.2853])
124.wav,171.wav,tensor([0.0568]),different,tensor([-0.0026]),tensor([0.1964])
124.wav,172.wav,tensor([0.0496]),different,tensor([-0.0181]),tensor([0.1720])
124.wav,173.wav,tensor([0.0849]),different,tensor([-0.0222]),tensor([0.2112])
124.wav,174.wav,tensor([0.1276]),different,tensor([0.0124]),tensor([0.2483])
124.wav,175.wav,tensor([0.0801]),different,tensor([-0.0187]),tensor([0.2572])
124.wav,176.wav,tensor([0.4607]),different,tensor([0.1885]),tensor([0.5007])
124.wav,177.wav,tensor([0.4221]),different,tensor([0.1960]),tensor([0.4658])
124.wav,178.wav,tensor([0.3844]),different,tensor([0.1474]),tensor([0.4319])
124.wav,179.wav,tensor([0.3138]),different,tensor([0.1844]),tensor([0.3551])
124.wav,180.wav,tensor([0.3154]),different,tensor([0.1663]),tensor([0.3610])
124.wav,181.wav,tensor([0.2177]),different,tensor([0.0879]),tensor([0.1554])
124.wav,182.wav,tensor([0.0963]),different,tensor([0.0078]),tensor([0.1324])
124.wav,183.wav,tensor([0.1141]),different,tensor([0.1274]),tensor([0.1766])
124.wav,184.wav,tensor([0.0743]),different,tensor([0.1032]),tensor([0.1491])
124.wav,185.wav,tensor([0.1180]),different,tensor([0.0999]),tensor([0.1596])
124.wav,186.wav,tensor([0.1899]),different,tensor([0.0842]),tensor([0.2843])
124.wav,187.wav,tensor([0.1779]),different,tensor([0.1493]),tensor([0.1803])
124.wav,188.wav,tensor([0.1799]),different,tensor([0.0920]),tensor([0.1670])
124.wav,189.wav,tensor([0.1050]),different,tensor([0.0080]),tensor([0.1699])
124.wav,190.wav,tensor([0.2172]),different,tensor([0.1764]),tensor([0.2331])
124.wav,191.wav,tensor([0.2217]),different,tensor([0.1861]),tensor([0.2015])
124.wav,192.wav,tensor([0.1230]),different,tensor([0.0929]),tensor([0.1604])
124.wav,193.wav,tensor([0.1604]),different,tensor([0.1194]),tensor([0.1334])
124.wav,194.wav,tensor([0.1505]),different,tensor([0.0671]),tensor([0.1624])
124.wav,195.wav,tensor([0.1402]),different,tensor([0.1402]),tensor([0.1737])
124.wav,196.wav,tensor([0.0244]),different,tensor([0.0769]),tensor([0.0925])
124.wav,197.wav,tensor([0.0828]),different,tensor([0.1261]),tensor([0.1316])
124.wav,198.wav,tensor([0.1212]),different,tensor([0.0571]),tensor([0.1871])
124.wav,199.wav,tensor([0.1185]),different,tensor([0.0967]),tensor([0.1704])
124.wav,200.wav,tensor([0.0810]),different,tensor([0.1037]),tensor([0.1877])
125.wav,126.wav,tensor([0.1650]),different,tensor([0.1521]),tensor([0.1907])
125.wav,127.wav,tensor([0.1848]),different,tensor([0.2553]),tensor([0.2333])
125.wav,128.wav,tensor([0.1251]),different,tensor([0.2044]),tensor([0.2177])
125.wav,129.wav,tensor([0.1054]),different,tensor([0.2445]),tensor([0.1871])
125.wav,130.wav,tensor([0.1563]),different,tensor([0.2152]),tensor([0.1796])
125.wav,131.wav,tensor([0.1543]),different,tensor([0.0909]),tensor([0.2311])
125.wav,132.wav,tensor([0.2437]),different,tensor([0.0423]),tensor([0.3300])
125.wav,133.wav,tensor([0.2863]),different,tensor([0.0492]),tensor([0.3525])
125.wav,134.wav,tensor([0.1693]),different,tensor([-0.0075]),tensor([0.2874])
125.wav,135.wav,tensor([0.2428]),different,tensor([0.0950]),tensor([0.3106])
125.wav,136.wav,tensor([0.1628]),different,tensor([0.0805]),tensor([0.2501])
125.wav,137.wav,tensor([0.0942]),different,tensor([0.1775]),tensor([0.1662])
125.wav,138.wav,tensor([0.0865]),different,tensor([0.0990]),tensor([0.2303])
125.wav,139.wav,tensor([0.1628]),different,tensor([0.0107]),tensor([0.1962])
125.wav,140.wav,tensor([0.0845]),different,tensor([-0.0004]),tensor([0.1623])
125.wav,141.wav,tensor([0.1327]),different,tensor([0.1791]),tensor([0.1750])
125.wav,142.wav,tensor([0.1485]),different,tensor([0.2103]),tensor([0.2344])
125.wav,143.wav,tensor([0.2343]),different,tensor([0.2346]),tensor([0.2145])
125.wav,144.wav,tensor([0.1992]),different,tensor([0.1766]),tensor([0.2044])
125.wav,145.wav,tensor([0.1207]),different,tensor([0.1189]),tensor([0.2221])
125.wav,146.wav,tensor([0.0961]),different,tensor([0.0790]),tensor([0.1750])
125.wav,147.wav,tensor([0.1651]),different,tensor([0.0927]),tensor([0.1649])
125.wav,148.wav,tensor([0.1635]),different,tensor([0.1283]),tensor([0.1888])
125.wav,149.wav,tensor([0.1937]),different,tensor([0.0630]),tensor([0.2083])
125.wav,150.wav,tensor([0.1469]),different,tensor([0.0371]),tensor([0.1651])
125.wav,151.wav,tensor([0.1413]),different,tensor([0.0499]),tensor([0.2438])
125.wav,152.wav,tensor([0.1398]),different,tensor([0.0850]),tensor([0.2340])
125.wav,153.wav,tensor([0.1940]),different,tensor([0.0732]),tensor([0.2488])
125.wav,154.wav,tensor([0.1212]),different,tensor([0.0118]),tensor([0.1585])
125.wav,155.wav,tensor([0.1538]),different,tensor([0.0218]),tensor([0.1433])
125.wav,156.wav,tensor([0.1140]),different,tensor([0.2118]),tensor([0.1761])
125.wav,157.wav,tensor([0.0812]),different,tensor([0.1424]),tensor([0.1638])
125.wav,158.wav,tensor([0.1284]),different,tensor([0.1319]),tensor([0.2006])
125.wav,159.wav,tensor([0.1550]),different,tensor([0.1628]),tensor([0.2322])
125.wav,160.wav,tensor([0.1119]),different,tensor([0.1535]),tensor([0.1786])
125.wav,161.wav,tensor([0.1462]),different,tensor([0.0424]),tensor([0.2680])
125.wav,162.wav,tensor([0.1209]),different,tensor([0.0596]),tensor([0.2058])
125.wav,163.wav,tensor([0.1485]),different,tensor([0.0147]),tensor([0.1876])
125.wav,164.wav,tensor([0.1320]),different,tensor([0.0639]),tensor([0.1564])
125.wav,165.wav,tensor([0.1380]),different,tensor([0.0929]),tensor([0.1538])
125.wav,166.wav,tensor([0.2937]),different,tensor([0.2003]),tensor([0.3400])
125.wav,167.wav,tensor([0.1519]),different,tensor([0.0794]),tensor([0.2437])
125.wav,168.wav,tensor([0.3239]),different,tensor([0.1785]),tensor([0.3436])
125.wav,169.wav,tensor([0.2742]),different,tensor([0.1830]),tensor([0.3505])
125.wav,170.wav,tensor([0.2085]),different,tensor([0.1236]),tensor([0.2856])
125.wav,171.wav,tensor([0.1263]),different,tensor([0.0389]),tensor([0.2195])
125.wav,172.wav,tensor([0.1355]),different,tensor([0.0658]),tensor([0.1921])
125.wav,173.wav,tensor([0.1288]),different,tensor([0.1233]),tensor([0.1819])
125.wav,174.wav,tensor([0.1449]),different,tensor([0.0155]),tensor([0.2373])
125.wav,175.wav,tensor([0.1716]),different,tensor([0.0626]),tensor([0.2392])
125.wav,176.wav,tensor([0.4307]),different,tensor([0.2197]),tensor([0.4924])
125.wav,177.wav,tensor([0.4401]),different,tensor([0.2047]),tensor([0.4783])
125.wav,178.wav,tensor([0.3934]),different,tensor([0.1871]),tensor([0.4777])
125.wav,179.wav,tensor([0.2781]),different,tensor([0.1903]),tensor([0.3536])
125.wav,180.wav,tensor([0.3446]),different,tensor([0.1867]),tensor([0.3823])
125.wav,181.wav,tensor([0.2387]),different,tensor([0.0920]),tensor([0.1777])
125.wav,182.wav,tensor([0.0525]),different,tensor([0.0669]),tensor([0.1471])
125.wav,183.wav,tensor([0.0995]),different,tensor([0.0866]),tensor([0.1818])
125.wav,184.wav,tensor([0.0785]),different,tensor([0.0728]),tensor([0.1640])
125.wav,185.wav,tensor([0.0957]),different,tensor([0.0965]),tensor([0.1739])
125.wav,186.wav,tensor([0.1403]),different,tensor([0.1113]),tensor([0.2691])
125.wav,187.wav,tensor([0.0747]),different,tensor([0.2276]),tensor([0.1637])
125.wav,188.wav,tensor([0.0687]),different,tensor([0.1266]),tensor([0.1690])
125.wav,189.wav,tensor([0.0480]),different,tensor([0.0862]),tensor([0.1554])
125.wav,190.wav,tensor([0.1137]),different,tensor([0.2158]),tensor([0.1720])
125.wav,191.wav,tensor([0.1536]),different,tensor([0.2217]),tensor([0.2183])
125.wav,192.wav,tensor([0.0615]),different,tensor([0.1350]),tensor([0.1681])
125.wav,193.wav,tensor([0.1395]),different,tensor([0.1178]),tensor([0.1457])
125.wav,194.wav,tensor([0.1373]),different,tensor([0.1460]),tensor([0.2097])
125.wav,195.wav,tensor([0.1371]),different,tensor([0.1698]),tensor([0.2000])
125.wav,196.wav,tensor([0.0978]),different,tensor([0.1115]),tensor([0.1339])
125.wav,197.wav,tensor([0.1799]),different,tensor([0.1398]),tensor([0.1525])
125.wav,198.wav,tensor([0.1926]),different,tensor([0.1107]),tensor([0.2136])
125.wav,199.wav,tensor([0.2179]),different,tensor([0.1545]),tensor([0.2280])
125.wav,200.wav,tensor([0.1925]),different,tensor([0.1455]),tensor([0.2430])
126.wav,127.wav,tensor([0.7602]),same,tensor([0.7382]),tensor([0.7858])
126.wav,128.wav,tensor([0.7839]),same,tensor([0.6779]),tensor([0.8507])
126.wav,129.wav,tensor([0.7399]),same,tensor([0.6460]),tensor([0.8567])
126.wav,130.wav,tensor([0.8147]),same,tensor([0.6949]),tensor([0.8228])
126.wav,131.wav,tensor([0.3904]),different,tensor([0.3108]),tensor([0.4315])
126.wav,132.wav,tensor([0.3593]),different,tensor([0.3837]),tensor([0.4397])
126.wav,133.wav,tensor([0.4401]),different,tensor([0.3459]),tensor([0.4996])
126.wav,134.wav,tensor([0.3521]),different,tensor([0.2224]),tensor([0.4512])
126.wav,135.wav,tensor([0.3719]),different,tensor([0.2415]),tensor([0.4698])
126.wav,136.wav,tensor([0.3987]),different,tensor([0.3113]),tensor([0.5049])
126.wav,137.wav,tensor([0.2736]),different,tensor([0.1999]),tensor([0.4735])
126.wav,138.wav,tensor([0.1756]),different,tensor([0.1573]),tensor([0.3541])
126.wav,139.wav,tensor([0.2969]),different,tensor([0.1754]),tensor([0.4401])
126.wav,140.wav,tensor([0.3248]),different,tensor([0.2418]),tensor([0.3667])
126.wav,141.wav,tensor([0.0956]),different,tensor([0.0522]),tensor([0.1740])
126.wav,142.wav,tensor([0.0861]),different,tensor([0.0224]),tensor([0.1452])
126.wav,143.wav,tensor([0.0534]),different,tensor([0.0433]),tensor([0.1855])
126.wav,144.wav,tensor([0.0922]),different,tensor([0.0276]),tensor([0.1664])
126.wav,145.wav,tensor([0.0658]),different,tensor([0.0827]),tensor([0.2134])
126.wav,146.wav,tensor([0.2191]),different,tensor([0.2308]),tensor([0.3766])
126.wav,147.wav,tensor([0.1932]),different,tensor([0.1585]),tensor([0.3521])
126.wav,148.wav,tensor([0.2016]),different,tensor([0.2489]),tensor([0.3300])
126.wav,149.wav,tensor([0.2380]),different,tensor([0.1549]),tensor([0.3820])
126.wav,150.wav,tensor([0.1686]),different,tensor([0.1472]),tensor([0.3506])
126.wav,151.wav,tensor([0.1238]),different,tensor([0.1111]),tensor([0.2133])
126.wav,152.wav,tensor([0.2340]),different,tensor([0.2005]),tensor([0.2152])
126.wav,153.wav,tensor([0.2022]),different,tensor([0.1576]),tensor([0.1760])
126.wav,154.wav,tensor([0.1338]),different,tensor([0.2323]),tensor([0.1338])
126.wav,155.wav,tensor([0.2091]),different,tensor([0.1661]),tensor([0.2882])
126.wav,156.wav,tensor([0.3257]),different,tensor([0.4291]),tensor([0.4938])
126.wav,157.wav,tensor([0.4461]),different,tensor([0.4804]),tensor([0.5614])
126.wav,158.wav,tensor([0.3363]),different,tensor([0.3085]),tensor([0.5240])
126.wav,159.wav,tensor([0.4205]),different,tensor([0.3869]),tensor([0.5335])
126.wav,160.wav,tensor([0.3797]),different,tensor([0.3687]),tensor([0.5396])
